date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:33:35	53860/53860	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:35%20GMT	https://kavaghana.com/about	C:/My%20Web%20Sites/KAVA/kavaghana.com/about.html	(from https://kavaghana.com/)
13:33:35	33220/33220	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:35%20GMT	https://kavaghana.com/contact	C:/My%20Web%20Sites/KAVA/kavaghana.com/contact.html	(from https://kavaghana.com/)
13:33:35	36903/36903	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:35%20GMT	https://kavaghana.com/case-studies	C:/My%20Web%20Sites/KAVA/kavaghana.com/case-studies.html	(from https://kavaghana.com/)
13:33:35	34794/34794	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:36%20GMT	https://kavaghana.com/before-and-after	C:/My%20Web%20Sites/KAVA/kavaghana.com/before-and-after.html	(from https://kavaghana.com/)
13:33:36	68413/68413	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:36%20GMT	https://kavaghana.com/website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/website-design.html	(from https://kavaghana.com/)
13:33:36	63423/63423	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:36%20GMT	https://kavaghana.com/branding	C:/My%20Web%20Sites/KAVA/kavaghana.com/branding.html	(from https://kavaghana.com/)
13:33:36	63446/63446	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:36%20GMT	https://kavaghana.com/ecommerce-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/ecommerce-website-design.html	(from https://kavaghana.com/)
13:33:37	63112/63112	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:37%20GMT	https://kavaghana.com/digital-marketing	C:/My%20Web%20Sites/KAVA/kavaghana.com/digital-marketing.html	(from https://kavaghana.com/)
13:33:37	37234/37234	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:38%20GMT	https://kavaghana.com/clients/companies-served	C:/My%20Web%20Sites/KAVA/kavaghana.com/clients/companies-served.html	(from https://kavaghana.com/)
13:33:37	38767/38767	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:38%20GMT	https://kavaghana.com/clients/industries-served	C:/My%20Web%20Sites/KAVA/kavaghana.com/clients/industries-served.html	(from https://kavaghana.com/)
13:33:38	39535/39535	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:38%20GMT	https://kavaghana.com/testimonials	C:/My%20Web%20Sites/KAVA/kavaghana.com/testimonials.html	(from https://kavaghana.com/)
13:33:38	33662/33662	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:38%20GMT	https://kavaghana.com/blog	C:/My%20Web%20Sites/KAVA/kavaghana.com/blog.html	(from https://kavaghana.com/)
13:33:38	31147/31147	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:39%20GMT	https://kavaghana.com/blog/category/insights	C:/My%20Web%20Sites/KAVA/kavaghana.com/blog/category/insights.html	(from https://kavaghana.com/)
13:33:38	29969/29969	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:39%20GMT	https://kavaghana.com/blog/category/news	C:/My%20Web%20Sites/KAVA/kavaghana.com/blog/category/news.html	(from https://kavaghana.com/)
13:33:39	29270/29270	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:39%20GMT	https://kavaghana.com/blog/category/resources	C:/My%20Web%20Sites/KAVA/kavaghana.com/blog/category/resources.html	(from https://kavaghana.com/)
13:33:39	30963/30963	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:39%20GMT	https://kavaghana.com/case-study/vodacom-ghana-website	C:/My%20Web%20Sites/KAVA/kavaghana.com/case-study/vodacom-ghana-website.html	(from https://kavaghana.com/)
13:33:39	30800/30800	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:39%20GMT	https://kavaghana.com/case-study/nadrey-laurent-ecommerce	C:/My%20Web%20Sites/KAVA/kavaghana.com/case-study/nadrey-laurent-ecommerce.html	(from https://kavaghana.com/)
13:33:39	31082/31082	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:40%20GMT	https://kavaghana.com/case-study/heypher-website	C:/My%20Web%20Sites/KAVA/kavaghana.com/case-study/heypher-website.html	(from https://kavaghana.com/)
13:33:39	31382/31382	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:40%20GMT	https://kavaghana.com/case-study/ted-website	C:/My%20Web%20Sites/KAVA/kavaghana.com/case-study/ted-website.html	(from https://kavaghana.com/)
13:33:41	30976/30976	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:33:40%20GMT	https://kavaghana.com/case-study/sgmc-website	C:/My%20Web%20Sites/KAVA/kavaghana.com/case-study/sgmc-website.html	(from https://kavaghana.com/)
13:33:49	118246/118246	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596e0-1cde6%22	http://kavaghana.com/uploads/sliders/ghana-website-design-company-business-website-min.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/sliders/ghana-website-design-company-business-website-min.png	(from https://kavaghana.com/)
13:34:05	480544/480544	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596e0-75520%22	http://kavaghana.com/uploads/sliders/slide-nl.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/sliders/slide-nl.png	(from https://kavaghana.com/)
13:34:43	32774/32774	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:34:42%20GMT	https://kavaghana.com/portfolio/airteltigo-website	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/airteltigo-website.html	(from https://kavaghana.com/)
13:35:02	141532/141532	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596e0-228dc%22	http://kavaghana.com/uploads/sliders/website-design-companies-in-ghana.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/sliders/website-design-companies-in-ghana.png	(from https://kavaghana.com/)
13:35:05	32777/32777	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:04%20GMT	https://kavaghana.com/portfolio/bayswater-petroleum	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/bayswater-petroleum.html	(from https://kavaghana.com/)
13:35:07	32416/32416	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:06%20GMT	https://kavaghana.com/portfolio/ui-bank-atm-screen-designs	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/ui-bank-atm-screen-designs.html	(from https://kavaghana.com/)
13:35:10	33225/33225	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:08%20GMT	https://kavaghana.com/portfolio/allied-ghana-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/allied-ghana-website-design.html	(from https://kavaghana.com/)
13:35:13	32465/32465	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:11%20GMT	https://kavaghana.com/portfolio/purple-solutions-website-redesign	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/purple-solutions-website-redesign.html	(from https://kavaghana.com/)
13:35:14	138918/138918	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596e0-21ea6%22	http://kavaghana.com/uploads/sliders/ghana-website-design-companies.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/sliders/ghana-website-design-companies.png	(from https://kavaghana.com/)
13:35:14	33614/33614	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:13%20GMT	https://kavaghana.com/portfolio/responsive-web-design-construction-company	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/responsive-web-design-construction-company.html	(from https://kavaghana.com/)
13:35:16	32238/32238	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:15%20GMT	https://kavaghana.com/portfolio/beige-capital-website	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/beige-capital-website.html	(from https://kavaghana.com/)
13:35:17	32432/32432	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:15%20GMT	https://kavaghana.com/portfolio/tt-brand-website	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/tt-brand-website.html	(from https://kavaghana.com/)
13:35:18	32452/32452	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:17%20GMT	https://kavaghana.com/portfolio/manna-mission-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/manna-mission-website-design.html	(from https://kavaghana.com/)
13:35:18	32884/32884	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:18%20GMT	https://kavaghana.com/portfolio/ag-website-redesign	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/ag-website-redesign.html	(from https://kavaghana.com/)
13:35:22	32669/32669	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:19%20GMT	https://kavaghana.com/medical-healthcare-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/medical-healthcare-website-design.html	(from https://kavaghana.com/)
13:35:22	200257/200257	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596e0-30e41%22	https://kavaghana.com/uploads/svgs/sprite.client-logos.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/svgs/sprite.client-logos.svg	(from https://kavaghana.com/)
13:35:24	32794/32794	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:23%20GMT	https://kavaghana.com/beauty-fashion-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/beauty-fashion-website-design.html	(from https://kavaghana.com/)
13:35:24	31766/31766	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:23%20GMT	https://kavaghana.com/projects-and-logistics-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/projects-and-logistics-website-design.html	(from https://kavaghana.com/)
13:35:26	32559/32559	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:25%20GMT	https://kavaghana.com/oil-and-gas-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/oil-and-gas-website-design.html	(from https://kavaghana.com/)
13:35:26	27430/27430	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Oct%202021%2013:35:25%20GMT	https://kavaghana.com/banking-and-finance-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/banking-and-finance-website-design	(from https://kavaghana.com/)
13:35:28	31738/31738	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:27%20GMT	https://kavaghana.com/telecommunications-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/telecommunications-website-design.html	(from https://kavaghana.com/)
13:35:28	32470/32470	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:27%20GMT	https://kavaghana.com/insurance-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/insurance-website-design.html	(from https://kavaghana.com/)
13:35:29	32591/32591	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:29%20GMT	https://kavaghana.com/church-website-design	C:/My%20Web%20Sites/KAVA/kavaghana.com/church-website-design.html	(from https://kavaghana.com/)
13:35:34	28557/28557	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596e0-6f8d%22	https://kavaghana.com/uploads/svgs/sprite.industries.icons.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/svgs/sprite.industries.icons.svg	(from https://kavaghana.com/)
13:35:41	9191/9191	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb5c670-23e7%22	https://kavaghana.com/uploads/blog/2018/thumbs/kava-rebrand-min.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/blog/2018/thumbs/kava-rebrand-min.jpg	(from https://kavaghana.com/)
13:35:42	434193/434193	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596e0-6a011%22	http://kavaghana.com/uploads/sliders/slide-ted3.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/sliders/slide-ted3.png	(from https://kavaghana.com/)
13:35:45	455367/455367	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596e0-6f2c7%22	http://kavaghana.com/uploads/sliders/best-web-design-company-ghana.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/sliders/best-web-design-company-ghana.png	(from https://kavaghana.com/)
13:35:45	16006/16006	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb5c670-3e86%22	https://kavaghana.com/uploads/blog/2018/thumbs/webdesign-companies-ghana-theft-min.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/blog/2018/thumbs/webdesign-companies-ghana-theft-min.jpg	(from https://kavaghana.com/)
13:35:45	14577/14577	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225cde6546-38f1%22	https://kavaghana.com/uploads/blog/2018/thumbs/cost-of-webdesign-min.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/blog/2018/thumbs/cost-of-webdesign-min.jpg	(from https://kavaghana.com/)
13:35:46	38177/38177	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:47%20GMT	https://kavaghana.com/blog/best-website-designer-in-ghana	C:/My%20Web%20Sites/KAVA/kavaghana.com/blog/best-website-designer-in-ghana.html	(from https://kavaghana.com/)
13:35:47	217627/217627	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb596e0-3521b%22	https://kavaghana.com/uploads/images/bg-kava-about-2-min.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/images/bg-kava-about-2-min.jpg	(from https://kavaghana.com/)
13:35:47	7116/7116	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596e0-1bcc%22	https://kavaghana.com/uploads/svgs/sprite.facts.icons.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/svgs/sprite.facts.icons.svg	(from https://kavaghana.com/)
13:35:47	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/KAVA/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://kavaghana.com/)
13:35:48	53629/53629	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbce655-d17d%22	https://kavaghana.com/assets/js/critical.js?v=1539106389	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/js/critical4122.js	(from https://kavaghana.com/)
13:35:49	917/917	---MC-	200	added ('OK')	text/javascript	date:Thu,%2007%20Oct%202021%2013:35:49%20GMT	http://www.google.com/recaptcha/api.js?hl=en&render=explicit&onload=recaptchaOnloadCallback	C:/My%20Web%20Sites/KAVA/www.google.com/recaptcha/apid151.js	(from https://kavaghana.com/)
13:35:49	184379/184379	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe1957-2d03b%22	https://kavaghana.com/assets/js/common.js?v=1539184983	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/js/common261f.js	(from https://kavaghana.com/)
13:35:49	24312/24312	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%225ef8-5775f9567d97d%22	https://kavaghana.com/assets/fonts/proximanova/extrabold/proximanova-extrabold-webfont.woff	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/fonts/proximanova/extrabold/proximanova-extrabold-webfont.woff	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:50	24504/24504	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%225fb8-5775f9567c9dd%22	https://kavaghana.com/assets/fonts/proximanova/bold/proximanova-bold-webfont.woff	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/fonts/proximanova/bold/proximanova-bold-webfont.woff	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:50	24600/24600	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%226018-5775f9567e91e%22	https://kavaghana.com/assets/fonts/proximanova/semibold/proximanova-semibold-webfont.woff	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/fonts/proximanova/semibold/proximanova-semibold-webfont.woff	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:50	24236/24236	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%225eac-5775f9567e91e%22	https://kavaghana.com/assets/fonts/proximanova/regular/proximanova-regular-webfont.woff	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/fonts/proximanova/regular/proximanova-regular-webfont.woff	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:50	305/305	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596df-131%22	https://kavaghana.com/assets/images/svgs/ui/icon-k-next.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/svgs/ui/icon-k-next.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:50	74727/74727	---MCZ	200	added ('OK')	image/png	etag:W/%225bb5c670-123e7%22	https://kavaghana.com/uploads/images/icons-bg.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/images/icons-bg.png	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:51	309/309	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596df-135%22	https://kavaghana.com/assets/images/svgs/ui/icon-k-prev.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/svgs/ui/icon-k-prev.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:51	327/327	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb5c670-147%22	https://kavaghana.com/uploads/svgs/ui/accept.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/svgs/ui/accept.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:51	1561/1561	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596df-619%22	https://kavaghana.com/assets/images/svgs/bg-brand-ele-hor.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/svgs/bg-brand-ele-hor.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:51	656/656	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596df-290%22	https://kavaghana.com/assets/images/svgs/kava-logo-f.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/svgs/kava-logo-f.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:51	1293/1293	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596df-50d%22	https://kavaghana.com/assets/images/svgs/ui/bg-k-icons.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/svgs/ui/bg-k-icons.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:52	399/399	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596e0-18f%22	https://kavaghana.com/uploads/svgs/quote.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/svgs/quote.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:52	1681/1681	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596df-691%22	https://kavaghana.com/assets/images/svgs/bg-brand-ele.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/svgs/bg-brand-ele.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:52	44959/44959	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596df-af9f%22	https://kavaghana.com/assets/images/bg_about-min.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/bg_about-min.png	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:52	444/444	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596df-1bc%22	https://kavaghana.com/assets/images/svgs/bg-team-2.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/svgs/bg-team-2.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:53	468/468	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596df-1d4%22	https://kavaghana.com/assets/images/svgs/bg-team.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/svgs/bg-team.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:54	34775/34775	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596df-87d7%22	https://kavaghana.com/assets/images/map-bg-min.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/map-bg-min.png	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:54	58603/58603	---MCZ	200	added ('OK')	image/png	etag:W/%225bb596df-e4eb%22	https://kavaghana.com/assets/images/map-gray-min.png	C:/My%20Web%20Sites/KAVA/kavaghana.com/assets/images/map-gray-min.png	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:55	305/305	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bb596e0-131%22	https://kavaghana.com/uploads/svgs/ui/icon-k-next.svg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/svgs/ui/icon-k-next.svg	(from https://kavaghana.com/assets/css/all.css?v=1541683908)
13:35:57	31722/31722	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Oct%202021%2013:35:58%20GMT	https://kavaghana.com/portfolio/logo-and-stationary-designs	C:/My%20Web%20Sites/KAVA/kavaghana.com/portfolio/logo-and-stationary-designs.html	(from https://kavaghana.com/portfolio)
13:35:57	104102/104102	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb596e0-196a6%22	https://kavaghana.com/uploads/portfolio/thumbnails/airteltigo-thumbnail-min.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/portfolio/thumbnails/airteltigo-thumbnail-min.jpg	(from https://kavaghana.com/portfolio)
13:35:57	82667/82667	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb596e0-142eb%22	https://kavaghana.com/uploads/portfolio/thumbnails/bayswater-thumbnail.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/portfolio/thumbnails/bayswater-thumbnail.jpg	(from https://kavaghana.com/portfolio)
13:35:58	83414/83414	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb5c670-145d6%22	https://kavaghana.com/uploads/page-banners/portfolio-bg-min.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/page-banners/portfolio-bg-min.jpg	(from https://kavaghana.com/portfolio)
13:35:58	72752/72752	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb5c670-11c30%22	https://kavaghana.com/uploads/portfolio/thumbnails/corporate-design-thumbnail.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/portfolio/thumbnails/corporate-design-thumbnail.jpg	(from https://kavaghana.com/portfolio)
13:35:58	86610/86610	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb596e0-15252%22	https://kavaghana.com/uploads/portfolio/thumbnails/allied-ghana-thumbnail.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/portfolio/thumbnails/allied-ghana-thumbnail.jpg	(from https://kavaghana.com/portfolio)
13:35:58	110422/110422	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb596e0-1af56%22	https://kavaghana.com/uploads/portfolio/thumbnails/ui-bank-atms-screens-designs-min.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/portfolio/thumbnails/ui-bank-atms-screens-designs-min.jpg	(from https://kavaghana.com/portfolio)
13:35:59	57596/57596	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb596e0-e0fc%22	https://kavaghana.com/uploads/portfolio/thumbnails/purple-solutions-thumbnail.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/portfolio/thumbnails/purple-solutions-thumbnail.jpg	(from https://kavaghana.com/portfolio)
13:35:59	58820/58820	---MCZ	200	added ('OK')	image/jpeg	etag:W/%225bb596e0-e5c4%22	https://kavaghana.com/uploads/portfolio/thumbnails/ttshea-thumbnail.jpg	C:/My%20Web%20Sites/KAVA/kavaghana.com/uploads/portfolio/thumbnails/ttshea-thumbnail.jpg	(from https://kavaghana.com/portfolio)
